ENST00000003912	NIPAL3
ENST00000374360	DLG3
ENST00000374382	GDPD2
ENST00000374403	KIF4A
ENST00000374473	RAB41
ENST00000374495	ARR3
ENST00000374521	AWAT1
ENST00000374548	EDA
ENST00000374552	EDA
ENST00000374553	EDA
ENST00000374597	STARD8
ENST00000374599	STARD8
ENST00000374622	YIPF6
ENST00000374643	YIPF6
ENST00000374690	AR
ENST00000374888	ZXDB
ENST00000374900	FAAH2
ENST00000374922	NBDY
ENST00000374928	KLF8
ENST00000374941	RRAGB
ENST00000374952	PAGE5
ENST00000374955	PAGE5
ENST00000374965	PAGE2
ENST00000374968	PAGE2
ENST00000374971	PAGE2B
ENST00000374974	PAGE2B
ENST00000374987	APEX2
ENST00000375022	TRO
ENST00000375041	TRO
ENST00000375053	MAGED2
ENST00000375058	MAGED2
ENST00000375060	MAGED2
ENST00000375068	MAGED2
ENST00000375151	TSR2
ENST00000375327	RIBC1
ENST00000375442	TSPYL2
ENST00000375466	GPR173
ENST00000375501	XAGE5
ENST00000375503	XAGE5
ENST00000375595	XAGE1A
ENST00000375600	XAGE1A
ENST00000375602	XAGE1A
ENST00000375625	AC245177.1
ENST00000375626	MAGED4
ENST00000375695	MAGED1
ENST00000375722	MAGED1
ENST00000375772	MAGED1
ENST00000376006	NUDT10
ENST00000376038	CCNB3
ENST00000376042	CCNB3
ENST00000376088	CLCN5
ENST00000376091	CLCN5
ENST00000376108	CLCN5
ENST00000376141	PAGE4
ENST00000376188	PPP1R3F
ENST00000376227	CCDC22
ENST00000376322	PLP2
ENST00000376327	PLP2
ENST00000376563	PQBP1
ENST00000376566	PQBP1
ENST00000376610	HDAC6
ENST00000376619	HDAC6
ENST00000376643	HDAC6
ENST00000376665	GATA1
ENST00000376670	GATA1
ENST00000376687	SUV39H1
ENST00000376701	WAS
ENST00000376729	WDR13
ENST00000376755	RBM3
ENST00000376759	RBM3
ENST00000376771	TBC1D25
ENST00000376919	SSX1
ENST00000376932	SSX6P
ENST00000376940	SPACA5
ENST00000376950	ZNF81
ENST00000376954	ZNF81
ENST00000377017	TIMP1
ENST00000377039	ARAF
ENST00000377045	ARAF
ENST00000377073	ZNF157
ENST00000377078	USP11
ENST00000377080	USP11
ENST00000377107	USP11
ENST00000377269	UBA1
ENST00000377351	UBA1
ENST00000377604	RBM10
ENST00000377919	KRBOX4
ENST00000377927	MFFP3
ENST00000377967	KDM6A
ENST00000378138	GPR34
ENST00000378142	GPR34
ENST00000378220	NYX
ENST00000378308	USP9X
ENST00000378438	ATP6AP2
ENST00000378474	MID1IP1
ENST00000378482	TSPAN7
ENST00000378588	CYBB
ENST00000378616	XK
ENST00000378619	LANCL3
ENST00000378621	LANCL3
ENST00000378628	PRRG1
ENST00000378653	CFAP47
ENST00000378660	CFAP47
ENST00000378938	GK
ENST00000378941	GK
ENST00000378943	GK
ENST00000378945	GK
ENST00000378946	GK
ENST00000378981	MAGEB1
ENST00000378982	MAGEB4
ENST00000378988	MAGEB2
ENST00000378993	IL1RAPL1
ENST00000379034	MAGEB6
ENST00000379059	POLA1
ENST00000379068	POLA1
ENST00000379162	PDK3
ENST00000379177	ZFX
ENST00000379188	ZFX
ENST00000379211	CXorf58
ENST00000379251	SAT1
ENST00000379253	SAT1
ENST00000379254	SAT1
ENST00000379270	SAT1
ENST00000379331	PRDX4
ENST00000379341	PRDX4
ENST00000379349	PRDX4
ENST00000379361	PTCHD1
ENST00000379374	PHEX
ENST00000379404	SMS
ENST00000379484	MBTPS2
ENST00000379510	CNKSR2
ENST00000379804	PDHA1
ENST00000379805	PDHA1
ENST00000379806	PDHA1
ENST00000379962	PPEF1
ENST00000379989	CDKL5
ENST00000379996	CDKL5
ENST00000380041	SCML1
ENST00000380043	SCML1
ENST00000380045	SCML1
ENST00000380060	NHS
ENST00000380122	TXLNG
ENST00000380155	SYAP1
ENST00000380200	S100G
ENST00000380289	GRPR
ENST00000380308	ZRSR2
ENST00000380313	CA5B
ENST00000380319	CA5B
ENST00000380331	CA5BP1
ENST00000380333	CA5BP1
ENST00000380334	CA5BP1
ENST00000380336	CA5BP1
ENST00000380492	MOSPD2
ENST00000380550	OFD1
ENST00000380567	OFD1
ENST00000380600	TCEANC
ENST00000380602	EGFL6
ENST00000380633	TMSB4X
ENST00000380635	TMSB4X
ENST00000380636	TMSB4X
ENST00000380659	TLR7
ENST00000380663	PRPS2
ENST00000380668	PRPS2
ENST00000380682	FRMPD4
ENST00000380691	MSL3
ENST00000380692	MSL3
ENST00000380693	MSL3
ENST00000380712	AMELX
ENST00000380714	AMELX
ENST00000380762	HCCS
ENST00000380763	HCCS
ENST00000380829	CLCN4
ENST00000380833	CLCN4
ENST00000380861	WWC3
ENST00000380913	SHROOM2
ENST00000380961	TBL1X
ENST00000381029	VCX3B
ENST00000381032	VCX3B
ENST00000381059	VCX
ENST00000381127	ARSF
ENST00000381130	ARSH
ENST00000381157	GYG2
ENST00000381161	GYG2
ENST00000381163	GYG2
ENST00000381174	XG
ENST00000381177	CD99
ENST00000381180	CD99
ENST00000381184	CD99
ENST00000381187	CD99
ENST00000381192	CD99
ENST00000381229	ASMT
ENST00000381233	ASMT
ENST00000381241	ASMT
ENST00000381261	AKAP17A
ENST00000381469	IL3RA
ENST00000381500	CSF2RA
ENST00000381509	CSF2RA
ENST00000381524	CSF2RA
ENST00000381529	CSF2RA
ENST00000381575	SHOX
ENST00000381578	SHOX
ENST00000381657	PLCXD1
ENST00000381663	PLCXD1
ENST00000381698	GAGE12E
ENST00000381700	GAGE1
ENST00000381709	GAGE1
ENST00000381722	GAGE12H
ENST00000382899	KDM6A
ENST00000383912	Y_RNA
ENST00000383919	Y_RNA
ENST00000383950	Y_RNA
ENST00000383958	RNU6-1189P
ENST00000383966	SNORA56
ENST00000383989	RNU6-133P
ENST00000384068	Y_RNA
ENST00000384209	RNU4-52P
ENST00000384221	SNORA36A
ENST00000384256	RNU6-49P
ENST00000384372	Z77249.1
ENST00000384376	RNU6-434P
ENST00000384436	SNORA70
ENST00000384446	RNU1-67P
ENST00000384473	RNU6-800P
ENST00000384491	RNU1-57P
ENST00000384677	Y_RNA
ENST00000384704	RNU6-114P
ENST00000384896	MIR651
ENST00000385025	MIR532
ENST00000385034	MIR188
ENST00000385051	MIR500A
ENST00000385204	MIR223
ENST00000385235	MIR660
ENST00000385278	MIR652
ENST00000385280	MIR362
ENST00000386104	SNORA35
ENST00000390204	MIR501
ENST00000390702	MIR676
ENST00000390811	MIR764
ENST00000391019	U3
ENST00000391132	U3
ENST00000391208	RNU6-972P
ENST00000391244	RNU6-995P
ENST00000391282	RNU6-587P
ENST00000391309	SNORD30
ENST00000391321	RNU6-493P
ENST00000391707	LINC00685
ENST00000392293	KRT18P68
ENST00000392994	RPL36A
ENST00000393600	FAM50A
ENST00000393786	SRPK3
ENST00000393842	ATP2B3
ENST00000393869	MAGEA12
ENST00000393900	MAGEA12
ENST00000393920	MAGEA4
ENST00000393921	MAGEA4
ENST00000393985	EOLA1
ENST00000394090	F9
ENST00000394141	ADGRG4
ENST00000394143	ADGRG4
ENST00000394153	FHL1
ENST00000394155	FHL1
ENST00000394334	STK26
ENST00000394335	STK26
ENST00000394422	UTP14A
ENST00000394477	STAG2
ENST00000394478	STAG2
ENST00000394780	ALG13
ENST00000394892	ATG4A
ENST00000395209	DRP2
ENST00000395772	EEF1A1P15
ENST00000395798	RHOG2P
ENST00000395855	NLGN3
ENST00000396021	SERBP1P1
ENST00000396043	AR
ENST00000396044	AR
ENST00000396055	WASHC3P1
ENST00000396224	MAGED2
ENST00000396763	PQBP1
ENST00000396894	FTSJ1
ENST00000397180	RGN
ENST00000397254	RBM39P1
ENST00000397548	MAGEB1
ENST00000397550	MAGEB1
ENST00000398080	SCML1
ENST00000398097	NHS
ENST00000398155	TXLNG
ENST00000398395	OFD1
ENST00000398491	PRPS2
ENST00000398527	MSL3
ENST00000398806	GYG2
ENST00000398901	GOT2P6
ENST00000399012	PLCXD1
ENST00000399026	BRCC3
ENST00000399042	BRCC3
ENST00000399148	GTF3C6P2
ENST00000399253	AC234778.1
ENST00000399325	NT5DC1P2
ENST00000399414	GAPDHP77
ENST00000399711	LINC00269
ENST00000399736	TRO
ENST00000399959	DDX3X
ENST00000399985	MAGEB16
ENST00000399987	MAGEB16
ENST00000399988	MAGEB16
ENST00000399989	MAGEB16
ENST00000399992	MAGEB16
ENST00000399993	AL050305.1
ENST00000400003	MAGEB17
ENST00000400004	MAGEB17
ENST00000401241	MIR934
ENST00000402289	CYCSP45
ENST00000402402	FTH1P19
ENST00000402866	DRP2
ENST00000402913	RPL7P58
ENST00000403304	CENPI
ENST00000403700	PPIHP2
ENST00000404933	SMS
ENST00000405679	GAGE12D
ENST00000405943	HDGFP1
ENST00000406005	MAGEC1
ENST00000406022	RPL10
ENST00000406288	AF274858.1
ENST00000406881	PCDH11X
ENST00000407597	TBL1X
ENST00000407599	GAGE10
ENST00000408286	MIR548AN
ENST00000408448	RNU6ATAC23P
ENST00000408532	SNORA11C
ENST00000408536	MIR1277
ENST00000408548	SNORA11D
ENST00000408676	MIR1184-3
ENST00000408783	MIR1298
ENST00000408789	SNORA11
ENST00000408823	SNORA11G
ENST00000408950	DENND10P1
ENST00000409007	MAGEC3
ENST00000409170	RPL36A-HNRNPH2
ENST00000409338	RPL36A-HNRNPH2
ENST00000409560	MAGEA2B
ENST00000410190	RNU6-648P
ENST00000410371	RNU6-935P
ENST00000410389	MIR1912
ENST00000410508	RNU2-26P
ENST00000410676	RNA5SP504
ENST00000410783	MIR1911
ENST00000410990	RNA5SP501
ENST00000411430	AL030996.1
ENST00000411534	TRO
ENST00000411613	PLXNB3
ENST00000411687	UBE2E4P
ENST00000411879	Z93403.1
ENST00000411940	AL031386.1
ENST00000411985	BRCC3
ENST00000412013	RPSAP63
ENST00000412124	DKC1
ENST00000412159	PKMP2
ENST00000412163	AC235097.1
ENST00000412206	UBA1
ENST00000412290	CSF2RA
ENST00000412422	LINC01285
ENST00000412432	ARHGAP36
ENST00000412542	RPSAP61
ENST00000412546	FCF1P9
ENST00000412589	AL445213.1
ENST00000412590	SSX6P
ENST00000412632	MAGEA11
ENST00000412724	SETP15
ENST00000412834	HNRNPDLP1
ENST00000412883	EEF1A1P40
ENST00000413071	AL606490.5
ENST00000413076	LINC00894
ENST00000413104	AC245096.1
ENST00000413328	AL451048.1
ENST00000413437	CSTF2
ENST00000413508	AARSD1P1
ENST00000413620	IKBKG
ENST00000413763	AL451105.1
ENST00000413787	SLC6A8
ENST00000413797	MTATP6P19
ENST00000413858	NONO
ENST00000413910	DKC1
ENST00000414053	ARSD-AS1
ENST00000414061	EBP
ENST00000414074	PRKX-AS1
ENST00000414209	JPX
ENST00000414239	RRAGB
ENST00000414251	BMP2KL
ENST00000414371	FAM122C
ENST00000414389	KDM6A
ENST00000414435	AC004000.1
ENST00000414513	CD99P1
ENST00000414577	BTF3P8
ENST00000414579	RAD21P1
ENST00000414660	CHTF8P1
ENST00000414863	RPL6P29
ENST00000414955	RIBC1
ENST00000415109	GDI1
ENST00000415117	GJA6P
ENST00000415215	JPX
ENST00000415293	TBL1X
ENST00000415337	PLCXD1
ENST00000415367	GLRA2
ENST00000415394	DANT1
ENST00000415430	VSIG1
ENST00000415494	PSMA1P1
ENST00000415522	METTL15P3
ENST00000415528	EIF3MP1
ENST00000415560	HMGA1P1
ENST00000415568	TCEAL4
ENST00000415585	CSTF2
ENST00000415648	RPL19P20
ENST00000415786	AL359885.1
ENST00000415864	MTCO3P19
ENST00000415986	GPRASP1
ENST00000416020	MAGEA4
ENST00000416049	TMSB10P2
ENST00000416086	KRT18P44
ENST00000416098	NXF4
ENST00000416133	ZFYVE9P1
ENST00000416267	H3P47
ENST00000416381	LINC00630
ENST00000416450	MDH1P1
ENST00000416620	AC073488.1
ENST00000416704	TRO
ENST00000416730	P2RY10BP
ENST00000416838	HNRNPA3P3
ENST00000416841	FAM156B
ENST00000416893	ATG4AP1
ENST00000416929	MAGEB6B
ENST00000417160	MTCYBP38
ENST00000417212	MAGEA3
ENST00000417227	PAK3
ENST00000417266	RPL7AP72
ENST00000417321	FATE1
ENST00000417426	AL589987.2
ENST00000417443	SMIM10L2A
ENST00000417503	SSXP9
ENST00000417535	CSF2RA
ENST00000417637	H2BW2
ENST00000417668	BX276092.2
ENST00000417685	RPL18AP14
ENST00000417774	MATR3P1
ENST00000417819	PDHA1
ENST00000417920	BX510359.2
ENST00000418200	MDM4P1
ENST00000418231	DDX3P1
ENST00000418272	MAGEA13P
ENST00000418369	AL121823.1
ENST00000418396	AKR1B1P8
ENST00000418562	RNF128
ENST00000418627	TBC1D25
ENST00000418771	MORF4L1P6
ENST00000418775	AL158055.1
ENST00000418909	SHROOM2
ENST00000418921	NONO
ENST00000419078	PYY3
ENST00000419110	HMGB3
ENST00000419165	TMSB15B
ENST00000419185	SCML1
ENST00000419302	PDCL2P1
ENST00000419316	RPL36P18
ENST00000419384	AC234781.4
ENST00000419513	XG
ENST00000419566	LINC01203
ENST00000419594	HEPH
ENST00000419597	OR1AA1P
ENST00000419600	TSPAN7
ENST00000419690	ZFX
ENST00000419737	ASMTL-AS1
ENST00000420303	TUBB4BP8
ENST00000420327	AL121872.1
ENST00000420331	AL035423.1
ENST00000420362	FHL1
ENST00000420398	GAGE12C
ENST00000420403	LINC01203
ENST00000420411	ASMTL-AS1
ENST00000420471	LINC00630
ENST00000420490	AL137014.1
ENST00000420608	RPL12P43
ENST00000420625	PLS3
ENST00000420798	TRO
ENST00000420865	AL672277.1
ENST00000420903	NONO
ENST00000420915	VENTXP1
ENST00000420998	PHKA1-AS1
ENST00000421085	CLCN4
ENST00000421173	AL109913.1
ENST00000421222	BX842568.3
ENST00000421245	RPL7P53
ENST00000421282	Z99497.1
ENST00000421321	RBM22P7
ENST00000421368	MSL3
ENST00000421483	RAP2C-AS1
ENST00000421501	PGBD4P6
ENST00000421550	RADX
ENST00000421585	GS1-594A7.3
ENST00000421685	ZNF674-AS1
ENST00000421798	PNMA6A
ENST00000421897	VKORC1P1
ENST00000422047	LINC01204
ENST00000422058	BEND7P1
ENST00000422068	AC244098.2
ENST00000422085	MAGEA2B
ENST00000422098	XIAP
ENST00000422141	Z82209.1
ENST00000422160	AC079142.1
ENST00000422168	BX510359.3
ENST00000422221	CLIC4P3
ENST00000422285	PDHA1
ENST00000422289	LONRF3
ENST00000422314	TBL1X
ENST00000422385	RPS7P12
ENST00000422393	PLP1
ENST00000422490	AL592049.1
ENST00000422565	RPL31P63
ENST00000422618	DPH3P2
ENST00000422654	AC241520.1
ENST00000422680	IKBKG
ENST00000422742	KIF4CP
ENST00000422784	ZCCHC18
ENST00000422890	ATP6AP1
ENST00000422892	EOLA1
ENST00000422905	GAPDHP67
ENST00000422965	TLE1P1
ENST00000423068	EIF2S3
ENST00000423224	MMADHCP1
ENST00000423277	ARHGAP36
ENST00000423288	SALL4P2
ENST00000423383	CENPI
ENST00000423387	MPC1L
ENST00000423421	EOLA1
ENST00000423432	PIN4
ENST00000423478	ZCCHC18
ENST00000423505	PDHA1
ENST00000423540	EOLA1
ENST00000423543	PPP1R11P2
ENST00000423617	NBDY
ENST00000423649	ATP6AP2
ENST00000423667	AL500522.1
ENST00000423690	NUDT19P2
ENST00000423738	ARMCX4
ENST00000423759	TAF1
ENST00000423914	AC121342.1
ENST00000423919	AL606748.1
ENST00000423941	HDAC6
ENST00000423993	MAGEA2B
ENST00000424002	MTND4P24
ENST00000424026	EIF1AX-AS1
ENST00000424057	RPL18AP16
ENST00000424182	BX276092.3
ENST00000424241	AL034397.1
ENST00000424251	AC003659.1
ENST00000424279	TBL1X
ENST00000424306	AL390879.1
ENST00000424392	JADE3
ENST00000424402	SLC6A14P2
ENST00000424447	SLC25A14
ENST00000424481	HNRNPA1P28
ENST00000424519	MTM1
ENST00000424539	AF274573.1
ENST00000424776	RBMXL3
ENST00000424782	DUTP4
ENST00000424803	AC244098.3
ENST00000424805	PNMA3
ENST00000424919	RPL19P21
ENST00000424932	CKS1BP6
ENST00000425011	TCEAL4
ENST00000425114	HEPH
ENST00000425117	UTP14A
ENST00000425146	PAK3
ENST00000425166	GK
ENST00000425182	MAGEA4
ENST00000425230	SHC1P1
ENST00000425274	TMEM187
ENST00000425602	LINC00894
ENST00000425654	CNKSR2
ENST00000425695	HTATSF1
ENST00000425740	ASMTL-AS1
ENST00000425910	AC234779.1
ENST00000425964	ATP5MDP1
ENST00000425971	HMGB1P32
ENST00000426018	MTND5P26
ENST00000426065	AL662874.1
ENST00000426203	TKTL1
ENST00000426231	TAZ
ENST00000426405	RPS7P14
ENST00000426407	PGAM4P1
ENST00000426528	Z68871.1
ENST00000426577	AL009174.1
ENST00000426602	RPL37P24
ENST00000426613	MAMLD1
ENST00000426673	DKC1
ENST00000426821	ZNF185
ENST00000426910	CROCCP1
ENST00000426943	AL390879.1
ENST00000426989	TKTL1
ENST00000427083	KRT18P49
ENST00000427099	TRO
ENST00000427190	GK
ENST00000427194	MGAT2P2
ENST00000427362	SCML1
ENST00000427490	RAB28P5
ENST00000427513	MTCO2P19
ENST00000427517	LINC00892
ENST00000427561	UBA1
ENST00000427682	RPL10
ENST00000427686	ETDA
ENST00000427805	RPL36A
ENST00000427861	TOMM20P4
ENST00000427866	AL354685.1
ENST00000427883	RPL24P9
ENST00000427886	AL683807.1
ENST00000427910	AL596268.1
ENST00000427945	MTCYBP32
ENST00000427955	GLRX5P1
ENST00000427972	UTP14A
ENST00000428051	SC4MOP
ENST00000428169	RPL10
ENST00000428173	NRK
ENST00000428215	MRPL32P2
ENST00000428222	AC004835.1
ENST00000428228	EMD
ENST00000428236	EOLA1
ENST00000428263	TAB3-AS1
ENST00000428400	CDK16
ENST00000428521	AC152007.1
ENST00000428571	ZFX
ENST00000428676	U82695.1
ENST00000428821	NPM1P34
ENST00000428941	STAG2
ENST00000428996	AC239367.3
ENST00000429048	Z68868.1
ENST00000429143	RPSAP14
ENST00000429147	SLC6A8
ENST00000429181	PLCXD1
ENST00000429193	PAK3
ENST00000429213	MED12
ENST00000429225	SAR1AP4
ENST00000429441	RPL7P56
ENST00000429547	HEPH
ENST00000429584	YY2
ENST00000429585	ATP6AP1
ENST00000429601	MSN
ENST00000429775	RPS23P8
ENST00000429841	LINC00892
ENST00000429864	AL442647.1
ENST00000429932	Z68871.1
ENST00000429965	MTMR1
ENST00000429986	CHCHD2P1
ENST00000430077	SLC6A8
ENST00000430118	HMGB3
ENST00000430235	LINC00106
ENST00000430261	AL022163.1
ENST00000430273	MAGEA4
ENST00000430419	OPN1MW2
ENST00000430420	TRO
ENST00000430422	ETF1P3
ENST00000430456	AL139397.1
ENST00000430461	ARMCX4
ENST00000430535	PPIAP91
ENST00000430541	SRPK3
ENST00000430562	CD99P1
ENST00000430625	XIAP
ENST00000430697	AVPR2
ENST00000430858	HDAC6
ENST00000430923	PLCXD1
ENST00000431115	TRO
ENST00000431122	DCAF8L2
ENST00000431132	EOLA1
ENST00000431196	KDM6A
ENST00000431238	AL954722.1
ENST00000431339	UHRF2P1
ENST00000431432	AC239727.1
ENST00000431458	FTLP2
ENST00000431464	AL390879.1
ENST00000431486	GS1-600G8.3
ENST00000431582	CD99P1
ENST00000431598	TMEM187
ENST00000431616	LINC00630
ENST00000431677	ARMCX4
ENST00000431854	GTF3C6P1
ENST00000431860	TBC1D8B
ENST00000431891	BGN
ENST00000431935	HNRNPH3P1
ENST00000431963	MAGEA4
ENST00000431971	MAGEA4
ENST00000432272	AL683807.1
ENST00000432318	CSF2RA
ENST00000432359	AF241728.1
ENST00000432383	USP12PX
ENST00000432417	BX323845.1
ENST00000432442	AC003684.1
ENST00000432467	NSDHL
ENST00000432513	AL023653.1
ENST00000432517	BX119917.1
ENST00000432523	ASMT
ENST00000432596	RPSAP62
ENST00000432626	PCYT1B-AS1
ENST00000432680	MAMLD1
ENST00000432696	LINC00894
ENST00000432757	IL3RA
ENST00000432774	AC112492.1
ENST00000432891	RPL36AP53
ENST00000433011	ARMCX4
ENST00000433043	MTND1P32
ENST00000433136	AL606490.7
ENST00000433173	AP1M2P1
ENST00000433228	Z93022.1
ENST00000433276	AC245047.1
ENST00000433491	PLP1
ENST00000433499	SYP-AS1
ENST00000433624	TMLHE-AS1
ENST00000433780	Z83313.1
ENST00000434049	GDI1
ENST00000434191	BRK1P1
ENST00000434216	TCEAL4
ENST00000434353	EOLA1
ENST00000434365	EEF1GP5
ENST00000434384	LINC00629
ENST00000434483	PLP1
ENST00000434586	CTDSPL2P2
ENST00000434633	MTND2P2
ENST00000434679	AVPR2
ENST00000434699	MTMR1
ENST00000434731	NFYCP1
ENST00000434750	KRT8P8
ENST00000434753	XIAP
ENST00000434885	FHL1
ENST00000434938	LINC00106
ENST00000434979	AC236972.2
ENST00000435089	AC244505.2
ENST00000435093	NDP-AS1
ENST00000435103	STAG2
ENST00000435214	KRT18P11
ENST00000435215	STAG2
ENST00000435306	MORF4L2-AS1
ENST00000435339	LPAR4
ENST00000435341	SETP8
ENST00000435346	AFF2-IT1
ENST00000435394	LINC01204
ENST00000435496	ASS1P5
ENST00000435570	CENPI
ENST00000435581	CD99P1
ENST00000435707	CXorf58
ENST00000435806	CA5BP1
ENST00000435859	BTG3P1
ENST00000435867	AL121872.1
ENST00000435966	LINC00630
ENST00000436013	AL035425.1
ENST00000436086	M6PRP1
ENST00000436203	AC129850.1
ENST00000436391	FERP1
ENST00000436466	SUPT20HL1
ENST00000436473	RPL10
ENST00000436482	MAGEA7P
ENST00000436520	TBCAP1
ENST00000436583	TMSB15B
ENST00000436609	ALG13
ENST00000436701	MTMR1
ENST00000436731	ZNF185
ENST00000436783	ATP6AP2
ENST00000436794	SNRPEP9
ENST00000436830	C3orf49P1
ENST00000436852	RPL3P12
ENST00000436935	YWHAZP8
ENST00000437147	TAF1
ENST00000437189	MTND4P32
ENST00000437229	LARP1BP3
ENST00000437309	AC244102.1
ENST00000437312	AC245047.3
ENST00000437546	TUBB4BP3
ENST00000437719	DKC1
ENST00000437772	AF274573.1
ENST00000438018	MTMR1
ENST00000438135	AC004383.1
ENST00000438181	AC136489.1
ENST00000438219	HCFC1-AS1
ENST00000438228	AC005002.1
ENST00000438238	FGF13-AS1
ENST00000438239	ZNF275
ENST00000438281	PAFAH1B2P1
ENST00000438336	RPL7P54
ENST00000438337	RAB11FIP1P1
ENST00000438518	HDAC6
ENST00000438525	CXorf51B
ENST00000438584	AC231532.1
ENST00000438594	HMGB1P12
ENST00000438602	AL390879.1
ENST00000438615	AL008629.1
ENST00000438690	AC073614.1
ENST00000438696	DMRTC1B
ENST00000438988	VN1R110P
ENST00000438994	AL445072.1
ENST00000439229	VDAC1P1
ENST00000439244	AL512286.1
ENST00000439295	PHKA2-AS1
ENST00000439323	FMN2P1
ENST00000439372	ATP6AP1
ENST00000439415	CBX1P4
ENST00000439422	PRDX4
ENST00000439434	AL450472.1
ENST00000439435	FGF16
ENST00000439462	ASS1P4
ENST00000439474	MSN
ENST00000439526	FMR1
ENST00000439535	HNRNPDP1
ENST00000439546	MTMR1
ENST00000439554	FRMPD3
ENST00000439585	ACTR3P2
ENST00000439592	DMD-AS3
ENST00000439603	LONRF3
ENST00000439622	AL022157.1
ENST00000439635	TKTL1
ENST00000439735	TAZ
ENST00000439908	HAUS1P2
ENST00000439980	PIN4
ENST00000439992	AL591501.1
ENST00000440002	Z93403.1
ENST00000440023	NSDHL
ENST00000440037	Z82210.1
ENST00000440072	TRO
ENST00000440137	GAGE12F
ENST00000440178	AL049733.1
ENST00000440201	MFN1P1
ENST00000440235	FMR1
ENST00000440243	Z75746.1
ENST00000440247	DMRTC1B
ENST00000440286	IKBKG
ENST00000440412	CXorf49B
ENST00000440496	LINC00630
ENST00000440515	VGLL1
ENST00000440519	AL645638.1
ENST00000440559	MTCYBP12
ENST00000440604	AL390879.1
ENST00000440614	AL672032.1
ENST00000440645	AL158819.1
ENST00000440653	HDAC6
ENST00000440655	AKIRIN1P2
ENST00000440759	TRO
ENST00000440833	PDK1P2
ENST00000440955	PINCR
ENST00000441055	AL049641.1
ENST00000441060	AC245047.2
ENST00000441088	TBL1X
ENST00000441098	AC092473.1
ENST00000441100	RPL12P49
ENST00000441146	GK-IT1
ENST00000441189	DDX3X
ENST00000441248	EOLA1
ENST00000441294	BCORL1
ENST00000441399	RAP2C-AS1
ENST00000441414	FMR1-IT1
ENST00000441503	DLGAP5P2
ENST00000441624	AL606490.8
ENST00000441633	MTCO1P53
ENST00000441703	HDAC6
ENST00000441721	RRM2P4
ENST00000441738	TIMP1
ENST00000441783	SKP2P1
ENST00000441841	LINC02243
ENST00000441865	MAGEA4
ENST00000441884	AC244090.1
ENST00000441993	HEPH
ENST00000442033	AC244107.1
ENST00000442035	UBA1
ENST00000442082	CALM1P1
ENST00000442098	TRO
ENST00000442125	RPS11P7
ENST00000442155	AC004470.1
ENST00000442270	ARMCX4
ENST00000442271	SAGE4P
ENST00000442297	SRD5A1P1
ENST00000442437	GAGE12J
ENST00000442457	SLC6A8
ENST00000442533	UBE2DNL
ENST00000442922	OPN1LW
ENST00000442971	SSXP3
ENST00000443019	PLCXD1
ENST00000443247	AC003001.1
ENST00000443260	AL391256.1
ENST00000443323	MAGEC3
ENST00000443421	COBLP1
ENST00000443437	GLRA2
ENST00000443473	SSXP5
ENST00000443487	MTCO1P19
ENST00000443502	PLP1
ENST00000443563	HDAC6
ENST00000443648	PQBP1
ENST00000443666	RPL21P133
ENST00000443684	ABCD1
ENST00000443767	TATDN2P1
ENST00000443861	SPRYD7P1
ENST00000443929	ASMTL-AS1
ENST00000443968	MID2
ENST00000444034	MED12
ENST00000444152	GPRASP1
ENST00000444248	WASF4P
ENST00000444468	RPS26P56
ENST00000444481	VCX3B
ENST00000444482	AL353804.1
ENST00000444489	LINC00894
ENST00000444577	OR13K1P
ENST00000444706	MKRN4P
ENST00000444765	AC005297.1
ENST00000444774	OGT
ENST00000445047	HIKESHIP1
ENST00000445062	PLCXD1
ENST00000445148	GAGE12G
ENST00000445229	GLOD5
ENST00000445233	AL591501.1
ENST00000445240	TAB3-AS2
ENST00000445307	CLDN34
ENST00000445323	MTMR1
ENST00000445336	BRAFP1
ENST00000445416	ARMCX4
ENST00000445417	GEMIN8P3
ENST00000445444	AC245047.4
ENST00000445455	WBP11P3
ENST00000445561	TRO
ENST00000445564	GDI1
ENST00000445622	IKBKG
ENST00000445623	TIMP1
ENST00000445718	AC234771.2
ENST00000445860	XAGE5
ENST00000445940	TIMM8BP2
ENST00000445990	Z69733.1
ENST00000446028	AL354793.1
ENST00000446060	MOB1AP2
ENST00000446092	RPL7L1P11
ENST00000446112	SEPHS1P4
ENST00000446158	EBP
ENST00000446214	AC005297.3
ENST00000446251	MTND1P33
ENST00000446263	MTND4LP1
ENST00000446370	AF274858.1
ENST00000446383	FGF13-AS1
ENST00000446439	RPS29P28
ENST00000446478	CFAP47
ENST00000446552	ATP6AP1
ENST00000446576	PIN4
